keydevid,companyid,companyname,keydeveventtypeid,announcedate,gvkey
606544818,236734764,Riverstone Investment Group LLC,25,20190315,
606544818,422247192,"Alta Mesa Resources, Inc.",25,20190315,030428
606549659,33493,QUALCOMM Incorporated,25,20190315,024800
606568964,278212,The Kraft Heinz Company,25,20190315,005568
606580499,46084519,Ubiquiti Inc.,25,20190316,187462
606586401,7845151,Connacher Oil and Gas Limited,25,20190315,107107
606608134,876192,Recylex S.A.,25,20180629,101451
606610466,5509176,Pöyry Oyj,25,20180710,216602
606700933,4492830,Universal Rightfield Property Holdings Inc.,25,20190318,206031
606700933,8933654,Universal Leisure Inc.,25,20190318,
606700933,30562412,"DMCI Project Developers, Inc.",25,20190318,
606736098,323452,Novo Nordisk A/S,25,20190318,008020
606748783,320105,Fiat Chrysler Automobiles N.V.,25,20190318,015172
606748783,99130627,FCA US LLC,25,20190318,177827
606749865,91868,"Samsung Electronics Co., Ltd.",25,20190318,104604
606749865,180871,"Lowe's Companies, Inc.",25,20190318,006829
606749865,255397,"Best Buy Co., Inc.",25,20190318,002184
606749865,278679,"The Home Depot, Inc.",25,20190318,005680
606770775,192186,"Spectrum Brands Holdings, Inc.",25,20190318,011670
606770875,4222231,"Activision Blizzard, Inc.",25,20190318,180405
606807989,558679,Danske Bank A/S,25,20190318,
606824194,132688512,Savosolar Oyj,25,20180629,322550
606828000,118539338,TS Solartech Sdn Bhd.,25,20190318,
606828217,875490,SBM Offshore N.V.,25,20180705,100778
606846556,876955,ageas SA/NV,25,20180716,016447
606872833,108180849,Capital Markets Board of Turkey,25,20190319,
606877188,2386512,Walla! Communications Ltd.,25,20190319,234719
606877777,289194,3M Company,25,20190319,007435
606877777,24884329,Aearo Technologies LLC,25,20190319,166357
606889112,274031831,"Syneos Health, Inc.",25,20190319,022039
606917864,527134,Mobile TeleSystems Public Joint Stock Company,25,20190320,137433
606931710,288228332,"Tyme Technologies, Inc.",25,20190319,023337
606970515,27128821,John Holland Pty Ltd,25,20190320,
606989492,257916,Candela Corporation,25,20190320,012390
606989492,2728320,Syneron Medical Ltd.,25,20190320,160902
606989492,433458535,InMode MD Ltd.,25,20190320,
607002930,20946777,"AxoGen, Inc.",25,20190320,190355
607004759,188477,Sonic Corp.,25,20190320,023697
607068437,874480,Reckitt Benckiser Group plc,25,20190320,221858
607069405,7701753,"Inogen, Inc.",25,20190320,019274
607079241,24020744,"Las Vegas Sands, LLC",25,20190320,123674
607080036,161266,California State University,25,20190320,
607081837,875114,Malakoff Corporation Berhad,25,20190320,
607081837,7652844,Hyflux Ltd,25,20190320,243436
607090483,10287105,Medison Biotech Ltd.,25,20190321,
607094122,3168457,Neovasc Inc.,25,20190321,143770
607108661,527134,Mobile TeleSystems Public Joint Stock Company,25,20190321,137433
607137600,260149,"Lumen Technologies, Inc.",25,20190321,002884
607137903,286163,"The Manitowoc Company, Inc.",25,20190321,006994
607164225,109052646,APFT Berhad,25,20190320,297163
607172697,402911121,Latin American Zinc S.A.P.I. de C.V.,25,20190321,
607231347,320039344,"Versum Materials, Inc.",25,20190322,026709
607354245,26364728,"Integrated Cannabis Solutions, Inc.",25,20190322,107887
607354651,875165,Northern Dynasty Minerals Ltd.,25,20190322,107637
607466685,62667743,"Gudeng Precision Industrial Co., Ltd",25,20190324,293140
607480529,571928689,"Arlo Technologies, Inc.",25,20190325,033766
607600348,303685,Simmons First National Corporation,25,20190325,019355
607600348,10498367,Reliance Bancshares Inc.,25,20190325,160738
607658080,311343,Calmare Therapeutics Incorporated,25,20190325,011035
607706716,327735,"CBL & Associates Properties, Inc.",25,20190326,029082
607706724,277289,"Healthcare Services Group, Inc.",25,20190326,005539
607706756,248256,"Akorn, Inc.",25,20190326,014304
607725777,9141341,AS Rigas kugu buvetava,25,20190322,213612
607726613,723372,Voip-Pal.com Inc.,25,20190326,125996
607743547,39659113,TWC Arabia Ltd,25,20190326,
607811830,34730,Stamps.com Inc.,25,20190327,121673
607851980,323756013,Conduent Incorporated,25,20190327,028719
607856735,35648556,"Diplomat Pharmacy, Inc.",25,20190327,021047
607857710,103678,"Becton, Dickinson and Company",25,20190327,002111
607875008,432095019,Sunniva Inc.,25,20190327,032926
607875008,549000261,Natural Health Services Ltd.,25,20190327,
607875432,878337,WCE Holdings Berhad,25,20190327,203561
607875432,879957,Talam Transform Berhad,25,20190327,203871
607879401,9287245,Seacera Group Berhad,25,20190327,252999
608120426,265253,Cummins Inc.,25,20190328,003650
608120426,320105,Fiat Chrysler Automobiles N.V.,25,20190328,015172
608121410,253132,"Avon Products, Inc.",25,20190329,001920
608128571,363049,"Assertio Holdings, Inc.",25,20190328,065944
608133333,28510,"Finjan Holdings, Inc.",25,20190328,018108
608133333,269693703,"Finjan, Inc",25,20190328,
608135792,337017,"Revolution Lighting Technologies, Inc.",25,20190328,029921
608137488,97518,Ernst & Young LLP,25,20190329,
608137905,404647396,BBCC Development Sdn Bhd,25,20190328,
608154949,22277376,Atalaya Mining Plc,25,20190329,272870
608215211,61206100,General Motors Company,25,20190329,005073
608215220,126751161,"Nutanix, Inc.",25,20190330,026746
608215250,253410974,Monster Energy Company,25,20190329,
608215256,35420524,"Maiden Holdings, Ltd.",25,20190330,178371
608215344,258769,Celgene Corporation,25,20190329,013599
608215344,278356438,"Lotus Pharmaceutical Co., Ltd.",25,20190329,286106
608215348,137304893,"American Renal Associates Holdings, Inc.",25,20190329,026126
608215378,106530929,"Sabra Health Care REIT, Inc.",25,20190329,185618
608217357,570207938,OÜ TS Laevad,25,20190329,
608218185,117794499,"First Choice Healthcare Solutions, Inc.",25,20190329,186236
608303362,568468226,Uxin Limited,25,20190330,033697
608303430,882937,Nidec Corporation,25,20190331,221821
608377660,26893,"Conagra Brands, Inc.",25,20190401,003362
608377959,288228332,"Tyme Technologies, Inc.",25,20190401,023337
608396733,100231,AT&T Inc.,25,20190402,009899
608403423,34283288,"Care.com, Inc.",25,20190401,019352
608404109,30439,"Juniper Networks, Inc.",25,20190401,121718
608448361,35644,DaVita Inc.,25,20190401,061483
608455825,27283,LivaNova PLC,25,20190329,027810
608456339,350748,Ocwen Financial Corporation,25,20190329,063639
608459129,333835,"Apollo Education Group, Inc.",25,20190401,031122
608475579,319092,Perrigo Company plc,25,20190402,024782
608711600,826449,Banco de Galicia y Buenos Aires S.A.U.,25,20190329,028409
608740799,34283288,"Care.com, Inc.",25,20190403,019352
608741010,27742428,"Amyris, Inc.",25,20190403,184717
608748856,136676733,Volfoni SAS,25,20190403,
608749003,3181355,"XPO Logistics, Inc.",25,20190403,144998
608749033,35931,"The Ultimate Software Group, Inc.",25,20190404,111064
608749070,31197,"Mattel, Inc.",25,20190403,007116
608749455,24545059,Vanda Pharmaceuticals Inc.,25,20190403,166435
608750347,527134,Mobile TeleSystems Public Joint Stock Company,25,20190403,137433
608763970,10287883,"Clarus Therapeutics, Inc.",25,20190403,185946
608766136,723372,Voip-Pal.com Inc.,25,20190403,125996
608775623,5027467,"Nexstar Broadcasting, Inc.",25,20190403,
608788363,311626862,NIO Limited,25,20190403,034067
608789882,276204839,China Star Food Group Limited,25,20190401,292531
608791141,32339101,Damansara Realty (Pahang) Sdn. Bhd.,25,20190329,
608808484,7657634,China Environmental Technology  Holdings Limited,25,20190322,252520
608818624,881725,Dr. Reddy's Laboratories Limited,25,20190322,223098
608861152,225700382,Maju Puncakbumi Sdn. Bhd.,25,20190326,
608887171,4280445,Chevron Canada Limited,25,20190404,
608887445,3023697,"Armstrong World Industries, Inc.",25,20190404,175689
608904287,550320690,Guangdong Cultural Park,25,20190404,
608922588,20359753,Simbhaoli Sugars Limited,25,20190403,255763
608922588,22499164,Reserve Bank of India,25,20190403,
608946270,47199570,Semasa Parking Sdn. Bhd.,25,20190328,
608951062,60041317,"Tianrui Group Co., Ltd.",25,20190329,
608951062,310762279,Tianrui (International) Holding Company Limited,25,20190329,
608993856,100231,AT&T Inc.,25,20190405,009899
609015153,3170817,American CuMo Mining Corporation,25,20190405,107476
609662086,9616919,Novatek Microelectronics Corp.,25,20190408,245670
609664516,126751161,"Nutanix, Inc.",25,20190409,026746
609665757,100231,AT&T Inc.,25,20190409,009899
609682706,873673,Petron Malaysia Refining & Marketing Bhd,25,20190404,100282
609706372,27978054,"Concert Pharmaceuticals, Inc.",25,20190408,019534
609723893,32339101,Damansara Realty (Pahang) Sdn. Bhd.,25,20190405,
609762724,6700309,United States Department of Agriculture,25,20190409,
609785050,93625,CVS Health Corporation,25,20190410,007241
609785909,35648556,"Diplomat Pharmacy, Inc.",25,20190410,021047
609787252,26510,Flex Ltd.,25,20190410,030170
609789726,731580,Synergy Pharmaceuticals Inc.,25,20190410,175064
609791015,370857,The Boeing Company,25,20190409,002285
609791104,754046,"WW International, Inc.",25,20190409,145308
609794697,32607990,Kiri Industries Limited,25,20190409,288678
609794697,116838124,DyStar Global Holdings (Singapore) Pte. Ltd.,25,20190409,
609794697,206815360,Senda International Capital Limited,25,20190409,
609803130,233928825,Braeburn Inc.,25,20190409,029696
609811688,225588095,Indivior UK Limited,25,20190409,
609812966,30798,"Franchise Group, Inc.",25,20190409,188856
609885576,277824630,Indivior PLC,25,20190410,022410
609908280,33539685,"comScore, Inc.",25,20190411,177780
609935537,1008366,Pershing LLC,25,20190410,
609936362,117794499,"First Choice Healthcare Solutions, Inc.",25,20190410,186236
609958716,4479860,"Music Choice, Inc.",25,20190410,
609958818,561716236,Geyser Brands Inc.,25,20190410,
610036480,1213280,Conforama Holding S.A.,25,20190411,
610114881,10404838,"Mueller Water Products, Inc.",25,20190411,166482
610114916,257424,CalAmp Corp.,25,20190411,002615
610167569,1033570,Shure Incorporated,25,20190411,
610170469,29002,"Gilead Sciences, Inc.",25,20190411,024856
610181990,36769828,CPI Property Group S.A.,25,20190411,287294
610188016,22728640,DBS Satellite Services (1998) Ltd.,25,20190411,
610197248,9110773,IOOF Holdings Ltd,25,20190412,259426
610231038,883781,SpareBank 1 SR-Bank ASA,25,20190412,221651
610232052,133553829,"Cosmos Granite (East), LLC",25,20190412,
610235199,22687381,Mutual Fund Dealers Association Of Canada,25,20190412,
610235319,34283288,"Care.com, Inc.",25,20190412,019352
610249825,10393155,"Orion Group Holdings, Inc.",25,20190412,179132
610517027,52595886,"Shengtai Group Co., Ltd.",25,20190415,
610585628,568706872,"BrightView Holdings, Inc.",25,20190415,033637
610585631,370857,The Boeing Company,25,20190415,002285
610587794,26893,"Conagra Brands, Inc.",25,20190415,003362
610588044,30004292,"Taronis Technologies, Inc.",25,20190416,180937
610589972,45534830,"Eventbrite, Inc.",25,20190416,034076
610592262,277289,"Healthcare Services Group, Inc.",25,20190415,005539
610593209,27742428,"Amyris, Inc.",25,20190415,184717
610596242,94243,"Teligent, Inc.",25,20190415,005888
610596415,26510,Flex Ltd.,25,20190415,030170
610596452,33539685,"comScore, Inc.",25,20190415,177780
610596531,4005629,Tenaris S.A.,25,20190415,151933
610596592,33539685,"comScore, Inc.",25,20190415,177780
610597068,528092,United Microelectronics Corporation,25,20190416,209341
610615116,98506,Chevron Corporation,25,20190415,002991
610669492,10393155,"Orion Group Holdings, Inc.",25,20190415,179132
610679825,7684832,YKGI Holdings Berhad,25,20190415,253015
610739091,128599922,"BA Sports Nutrition, LLC",25,20190410,
610793285,58011548,"Montgomery County, Pennsylvania",25,20190416,
610817400,24937,Apple Inc.,25,20190416,001690
610824330,311626862,NIO Limited,25,20190416,034067
610824335,24937,Apple Inc.,25,20190416,001690
610825787,214208943,Gigamon Inc.,25,20190416,012803
610831435,10393155,"Orion Group Holdings, Inc.",25,20190417,179132
610831553,262017696,Evoqua Water Technologies Corp.,25,20190416,032610
610848522,401890,Quantum Corporation,25,20190416,008867
610865124,20928648,Sunpower Group Ltd.,25,20190417,272634
610876848,874825,Tiger Brands Limited,25,20190417,102277
610948507,45534830,"Eventbrite, Inc.",25,20190417,034076
610948913,535737637,"Fusion Connect, Inc.",25,20190417,033484
610951317,7653809,Whitestone REIT,25,20190417,185453
610974557,250771,Apyx Medical Corporation,25,20190417,012719
610975048,3168457,Neovasc Inc.,25,20190417,143770
611112237,434706736,Advancecon Holdings Berhad,25,20190417,324907
611153038,10404838,"Mueller Water Products, Inc.",25,20190419,166482
611162050,144524848,"Uber Technologies, Inc.",25,20190415,035077
611176987,3611382,Mexico,25,20190415,260696
611202191,215867463,Datasonic Technologies Sdn Bhd,25,20190419,
611310494,31197,"Mattel, Inc.",25,20190422,007116
611310494,430563,"Fisher-Price, Inc.",25,20190422,024282
611311843,34780,"Stericycle, Inc.",25,20190422,063527
611312330,33765,"Rent-A-Center, Inc.",25,20190422,031460
611312330,4439094,"B. Riley Financial, Inc.",25,20190422,178073
611312330,109530435,"Vintage Capital Management, LLC",25,20190422,
611316267,578856249,Bistro Italiana (SJ) Sdn. Bhd,25,20190422,
611316267,578856268,Bistroamericana (A) Sdn. Bhd. Malaysia,25,20190422,
611316267,578856279,Bistroamericana (B.U.) Sdn. Bhd. Malaysia,25,20190422,
611316267,578856289,Bistroamericana (BB) Sdn. Bhd. Malaysia,25,20190422,
611316267,578856319,Bistroamericana (Hartamas) Sdn. Bhd. Malaysia,25,20190422,
611316267,578856447,Bistroamericana (P.J.) Sdn. Bhd,25,20190422,
611316267,578856531,Bistroamericana (Q.B.) Sdn. Bhd,25,20190422,
611316267,578856562,Bistroamericana (S.J.) Sdn. Bhd,25,20190422,
611316267,578856660,Bistroamericana (SP) Sdn. Bhd,25,20190422,
611316267,578856663,Bistroamericana (SA) Sdn. Bhd,25,20190422,
611316267,578856865,Bistroamericana (T.C.) Sdn. Bhd,25,20190422,
611316299,215513514,Bulgogi Brothers Restaurants Sdn. Bhd.,25,20190422,
611330805,568706872,"BrightView Holdings, Inc.",25,20190422,033637
611344856,108544,"Hologic, Inc.",25,20190422,020904
611344856,734865,"Grifols, S.A.",25,20190422,277812
611344856,10184674,"Enzo Life Sciences, Inc.",25,20190422,
611425097,417206,Sprint Corporation,25,20190423,010984
611425578,417206,Sprint Corporation,25,20190423,010984
611426234,277824630,Indivior PLC,25,20190423,022410
611431582,103540,"Cargill, Incorporated",25,20190423,261826
611431582,190636,"Tyson Foods, Inc.",25,20190423,010793
611431582,3427080,"National Beef Packing Company, LLC",25,20190423,
611431582,5491205,JBS S.A.,25,20190423,275108
611432132,722875,RBC Insurance Holdings Inc.,25,20190423,
611432132,6477299,Aviva General Insurance Company,25,20190423,
611436567,873792,Toshiba Corporation,25,20190424,010622
611452575,795040,Coty Inc.,25,20190423,012151
611538215,35648556,"Diplomat Pharmacy, Inc.",25,20190425,021047
611538924,666715,Fortress Investment Group LLC,25,20190424,176595
611538924,251765523,Holiday Acquisition Holdings LLC,25,20190424,
611538924,266190025,New Senior Investment Group Inc.,25,20190424,022025
611634301,3611384,Venezuela,25,20190308,162101
611635191,34555,Ribbon Communications Inc.,25,20190425,135965
611635191,7664892,Metaswitch Networks Ltd.,25,20190425,
611670506,274031831,"Syneos Health, Inc.",25,20190425,022039
611670698,269924,EQT Corporation,25,20190425,004430
611672743,269924,EQT Corporation,25,20190425,004430
611681236,22687381,Mutual Fund Dealers Association Of Canada,25,20190425,
611684908,317627,Boston Scientific Corporation,25,20190425,025279
611705860,27423425,Essential Energy Services Ltd.,25,20190425,174361
611713108,878219,TransAlta Corporation,25,20190423,014391
611789609,285467,Eli Lilly and Company,25,20190426,006730
611789845,608709969,"Zap Surgical Systems, Inc.",25,20190426,
611790546,1789728,"American Honda Motor Co., Inc.",25,20190426,
611790546,4161421,"Toyota Motor Sales, U.S.A., Inc.",25,20190426,
611790546,7913363,TRW Automotive U.S. LLC,25,20190426,
611790546,8610803,ZF TRW Automotive Holdings Corp.,25,20190426,157415
611802690,58995029,"Lyft, Inc.",25,20190426,034873
611804336,289194,3M Company,25,20190426,007435
611804336,58032033,West Morgan-East Lawrence Water & Sewer Authority Alabama,25,20190426,
611826272,23127248,Intellipharmaceutics International Inc.,25,20190425,183739
611833317,54614978,Ashley Services Group Limited,25,20190424,318223
611834996,327735,"CBL & Associates Properties, Inc.",25,20190423,029082
611865224,54831085,Lucky Minerals Inc.,25,20190423,183114
611978454,21811716,Vango Mining Limited,25,20190430,272520
611978454,109554815,Dampier Plutonic Pty Ltd,25,20190430,
611989183,24937,Apple Inc.,25,20190429,001690
612048741,528092,United Microelectronics Corporation,25,20190430,209341
612107381,204751506,Leicester City Council,25,20190501,
612133890,276204839,China Star Food Group Limited,25,20190427,292531
612172021,260894881,"KushCo Holdings, Inc.",25,20190501,026566
